prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
285000.0,282380.0,24980.0,57122.0,100008.0,Saint-Roch,Québec Rive-Nord,"404-274, rue du Parvis",1.0,1.0,1.125,1.0,1043.0,3.2579418905316664e+16
415000.0,269960.0,27583.0,170000.0,103800.0,St-Joseph-De-Lepage,Bas-Saint-Laurent,"5, 6e Rang Ouest",1.0,1.0,1.125,2.0,1054.0,590874.0
369500.0,350000.0,12895.0,170000.0,103800.0,Weedon,Estrie,"120, 2e Avenue",6.0,2.0,1.125,1.60799591263252,1502.0240125843316,53000.0
56000.0,269960.0,27583.0,170000.0,103800.0,St-Fulgence,Saguenay-Lac-Saint-Jean,"1, chemin Lemieux",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,160000.0
260000.0,288119.0,14496.0,274800.0,9500.0,Trois-Rivières (Cap-De-La-Madeleine),Mauricie,"445, rue Notre-Dame Est",5.0,2.0,1.125,1.60799591263252,1502.0240125843316,6985.0
529000.0,160000.0,35000.0,250000.0,150000.0,Mirabel (St-Benoit),Laurentides,"9031, rue Saint-Étienne",4.0,2.0,1.125,2.0,2700.0,6800.0
439000.0,243300.0,22700.0,192000.0,50000.0,Drummondville (Drummondville),Centre-du-Québec,"1430, rue Paris",4.0,2.0,1.125,1.0,936.0,7085.0
1399000.0,436063.0,76695.0,200000.0,103800.0,St-Mathieu-De-Beloeil,Montérégie (Rive-Sud Montréal),"37, rue de la Seigneurie",5.0,3.0,1.125,1.0,1940.0,10008.0
1500000.0,423281.0,74250.0,450000.0,132400.0,Dorval / L'Île Dorval,Montréal / l'Île,"205, avenue Tulip",4.0,3.0,1.0,2.0,3500.0,15000.0
529999.0,350044.0,23729.0,62500.0,87200.0,Gatineau (Aylmer),Outaouais,"39, rue de la Nova",4.0,1.0,1.0,2.0,1449.0,3229.17
327000.0,267658.0,12234.0,369000.0,147900.0,Trois-Rivières (St-Louis-De-France),Mauricie,"800-802, rue Louis-de-France",4.0,2.0,1.0,1.60799591263252,1502.0240125843316,29071.17
349900.0,269960.0,27583.0,170000.0,103800.0,Ste-Claire,Chaudière-Appalaches,"90, rue Bédard",4.0,2.0,1.0,1.0,751.0,8000.0
220000.0,269960.0,27583.0,170000.0,103800.0,Dolbeau-Mistassini,Saguenay-Lac-Saint-Jean,"2568, boulevard Wallberg",4.0,1.0,1.125,1.0,1120.0,10000.0
327500.0,173100.0,17000.0,165000.0,103800.0,Granby,Estrie,"140, rue de Lévis",2.0,1.0,1.125,1.0,1000.0,28000.0
455000.0,211300.0,26000.0,180000.0,103800.0,Blainville,Laurentides,"35, chemin du Musée",3.0,2.0,1.125,1.0,872.2979999999999,5220.0
325000.0,269960.0,27583.0,170000.0,103800.0,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,chemin du Lac,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,4181760.01
200000.0,187475.0,16545.0,99804.0,103800.0,Lebourgneuf,Québec Rive-Nord,"136-6045, rue de la Griotte",3.0,1.0,1.125,1.0,975.0,3.2579418905316664e+16
919000.0,369020.0,49630.0,170000.0,103800.0,Brossard,Montérégie (Rive-Sud Montréal),"4340, rue Lenoir",3.0,2.0,1.0,2.0,1688.0,3545.0
68900.0,269960.0,27583.0,170000.0,103800.0,St-Mathieu-Du-Parc,Mauricie,"3400, chemin de la Presqu'île",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,86000.0
375000.0,327342.0,29154.0,335340.0,194880.0,Boischatel,Québec Rive-Nord,"488, rue Zircon",3.0,1.0,1.0,1.0,1120.0,6231.0
1440600.0,830000.0,93304.0,170000.0,103800.0,Pointe-Aux-Trembles / Montréal-Est,Montréal / l'Île,"12378-12378A-12380, rue Notre-Dame Est",10.0,4.0,1.125,1.60799591263252,1502.0240125843316,19440.0
340000.0,149000.0,20000.0,230500.0,113000.0,Montpellier,Outaouais,"5, rue Robert",2.0,1.0,1.125,1.0,1040.25,16226.6
160000.0,296558.0,15643.0,170000.0,103800.0,Farnham,Estrie,"1300, rue Principale Est",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,10789.74
879000.0,528000.0,60000.0,170000.0,103800.0,Gatineau (Gatineau),Outaouais,"112, rue Thérèse",4.0,2.0,1.0,2.0,1600.0,15200.0
419000.0,249300.0,23400.0,112800.0,67500.0,St-Eustache,Laurentides,"220, rue des Lys",2.0,1.0,1.0,3.0,1310.0,3.2579418905316664e+16
475000.0,372206.0,29006.0,176135.0,103800.0,Sherbrooke (Rock Forest),Estrie,"688, rue de Chomedey",4.0,2.0,1.0,2.0,1751.6,6000.0
656600.0,269960.0,27583.0,170000.0,103800.0,Ste-Anne-Des-Lacs,Laurentides,"208, chemin Godefroy",3.0,2.0,1.125,2.0,1502.0240125843316,65340.0
45000.0,269960.0,27583.0,170000.0,103800.0,Ripon,Outaouais,"83, chemin Périard",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,30000.0
459000.0,140596.0,19005.0,60000.0,180000.0,Coteau-Du-Lac,Montérégie Ouest,"72, rue Léon-Giroux",3.0,1.0,1.0,1.0,924.19,7394.81
733900.0,420400.0,44000.0,293000.0,103800.0,Ste-Rose,Laval,"2304, rue de la Rousserolle",4.0,1.0,1.0,2.0,1970.0,4884.0
475000.0,221592.0,25416.0,89400.0,103800.0,Pierrefonds / Roxboro,Montréal / l'Île,"304-10435, boulevard Gouin Ouest",3.0,2.0,1.125,1.0,980.59,3.2579418905316664e+16
310000.0,269960.0,27583.0,170000.0,103800.0,Les Cèdres,Montérégie Ouest,rue du Curé-Rémillard,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,736036.2
299000.0,265018.0,17999.0,170000.0,148184.0,Lévis,Québec Rive-Sud (Lévis),"24, rue Louis-Philippe-Ruel",5.0,2.0,1.0,1.60799591263252,1502.0240125843316,4050.285
367500.0,149900.0,16000.0,170000.0,103800.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"1-2150, avenue Charlemagne",2.0,1.0,1.125,1.0,733.0,355.21
2299900.0,1165390.0,91168.0,170000.0,700000.0,Gatineau (Gatineau),Outaouais,"2579-2583, rue Saint-Louis",2.0,1.0,1.125,1.60799591263252,1502.0240125843316,20006.0
597000.0,249946.0,23183.0,260000.0,150000.0,Boisbriand,Laurentides,"845, rue Cournoyer",5.0,2.0,1.125,1.0,960.0,5700.0
325000.0,197500.0,16500.0,200000.0,103800.0,St-Léonard-D'Aston,Centre-du-Québec,"434, rue Vincent",5.0,1.0,1.0,1.0,1203.0,7596.0
777777.0,308186.0,32632.0,103241.0,177561.0,Granby,Estrie,"46, 9e Rang Est",4.0,2.0,1.125,2.0,2040.0,40000.0
344000.0,282191.0,20700.0,55200.0,103800.0,Gatineau (Aylmer),Outaouais,"101-55, rue du Colonial",2.0,1.0,1.0,1.0,1097.92,3.2579418905316664e+16
495000.0,170136.0,27682.0,170000.0,103800.0,Dorval / L'Île Dorval,Montréal / l'Île,"675, avenue Hydepark",3.0,1.0,1.125,1.0,1091.0,4636.0
299000.0,169439.0,11380.0,102000.0,103800.0,Ste-Adèle,Laurentides,"856, rue du Rocher-Boisé",2.0,2.0,1.125,2.0,1161.0,3.2579418905316664e+16
349900.0,192247.0,14882.0,170000.0,103800.0,Granby,Estrie,"535, rue de la Passiflore",2.0,1.0,1.125,1.0,853.0,4047.23
315000.0,198300.0,13400.0,51500.0,48400.0,Ste-Paule,Bas-Saint-Laurent,"304, chemin du Lac-du-Portage Ouest",2.0,1.0,1.125,1.0,807.4541,151555.7555
225000.0,269960.0,27583.0,170000.0,103800.0,Rimouski (Pointe-Au-Père),Bas-Saint-Laurent,"931, boulevard Sainte-Anne",3.0,2.0,1.125,1.0,1643.264,12524.89
214995.0,269960.0,27583.0,170000.0,103800.0,Sherbrooke (Jacques-Cartier),Estrie,rue Éva-Tanguay,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,11366.0
254995.0,269960.0,27583.0,170000.0,103800.0,Sherbrooke (Jacques-Cartier),Estrie,rue Alice Campbell,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,12898.0
149500.0,152917.0,14023.0,136317.0,120000.0,Portneuf,Portneuf,"711, avenue Saint-Louis",2.0,1.0,1.125,2.0,529.0,4500.0
785000.0,157894.0,12270.0,170000.0,103800.0,Ste-Monique,Saguenay-Lac-Saint-Jean,"470, 8e rang",1.0,1.0,1.125,2.0,1502.0240125843316,1289927176.1532
414900.0,243972.0,18129.0,78000.0,103800.0,Gatineau (Gatineau),Outaouais,"545, rue Alban-Lavigne",3.0,1.0,1.0,1.0,900.0,5000.0
239500.0,237760.0,12428.0,170000.0,141373.0,Windsor,Estrie,"252- 252A, rue Ambroise-Dearden",6.0,2.0,1.125,1.60799591263252,1502.0240125843316,9745.0218
295000.0,162600.0,43000.0,170000.0,103800.0,Rawdon,Lanaudière,"2291, rue Blue Pine",2.0,1.0,1.125,1.0,720.0,11000.0
265000.0,229731.0,18761.0,122000.0,80000.0,Beauport,Québec Rive-Nord,"1024, rue de la Pénombre",2.0,1.0,1.125,1.0,1134.0,4123.65
699500.0,454794.0,45843.0,170000.0,217200.0,Pont-Viau,Laval,"487-489, rue Chauvin",8.0,3.0,1.125,1.60799591263252,1502.0240125843316,5009.0
497000.0,434103.0,86490.0,282827.0,80000.0,Sept-Iles,Côte-Nord,"102, avenue Brochu",5.0,2.0,1.0,2.0,2249.66,8779.9901
599900.0,436000.0,29500.0,190000.0,93500.0,L'Assomption,Lanaudière,"262, rue Rivest",4.0,2.0,1.125,1.0,1502.0240125843316,6465.0
254000.0,269960.0,27583.0,170000.0,103800.0,St-Apollinaire,Chaudière-Appalaches,"169, rue Principale",4.0,2.0,1.0,1.0,1502.0240125843316,13595.0
399999.0,210955.0,18709.0,210716.0,103800.0,Ste-Julienne,Lanaudière,"157, route 337",4.0,2.0,1.125,2.0,1664.0,53819.0
785000.0,269960.0,27583.0,170000.0,103800.0,St-Paul-De-L'Ile-Aux-Noix,Montérégie (Rive-Sud Montréal),"898, 3e Rue",3.0,2.0,1.125,1.0,3600.0,12999574.65
1590900.0,269960.0,27583.0,170000.0,103800.0,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),"5144, route des Rivières",3.0,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,1214169.0
399900.0,135445.0,18010.0,81648.0,65988.0,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"2054, rue Dorion",1.0,1.0,1.125,1.0,700.0,1970.0
445000.0,465984.0,26685.0,236642.0,103800.0,Matane,Bas-Saint-Laurent,"1070, avenue du Phare Ouest",4.0,2.0,1.125,1.0,1237.0,28554.0
398000.0,210821.0,21152.0,210000.0,58000.0,St-Hyacinthe,Montérégie (Rive-Sud Montréal),"16460, avenue Savoie",2.0,1.0,1.0,1.0,950.0,5084.0
375000.0,223901.0,23600.0,250000.0,170000.0,Irlande,Chaudière-Appalaches,"213, chemin Craig",3.0,2.0,1.125,2.0,3565.0,55620.0
849900.0,441315.0,47442.0,321000.0,76082.0,Mont-St-Hilaire,Montérégie (Rive-Sud Montréal),"504, rue Edouard-Clerk",2.0,2.0,1.125,2.0,1610.0,16105.0
59900.0,269960.0,27583.0,170000.0,103800.0,Ste-Agathe-Des-Monts,Laurentides,"108, rue du Mont-Rainier",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,12572.0
320000.0,350100.0,27583.0,170000.0,109800.0,Rouyn-Noranda (Evain),Abitibi-Témiscamingue,"1389, rue Mantha",3.0,1.0,1.0,1.0,1210.0,7500.0
525000.0,406100.0,37100.0,170000.0,103800.0,Boischatel,Québec Rive-Nord,"184, rue des Saphirs",4.0,2.0,1.125,1.0,1339.0,10194.5
365000.0,229715.0,18149.0,110000.0,83000.0,Sherbrooke (Rock Forest),Estrie,"1480, chemin Godin",2.0,1.0,1.125,1.0,1248.0,26000.0
429000.0,171100.0,21300.0,86400.0,103800.0,Brossard,Montérégie (Rive-Sud Montréal),"2-8045, rue de Londres",2.0,1.0,1.125,1.0,1050.56,3.2579418905316664e+16
279000.0,356201.0,15423.0,170000.0,113000.0,Matane,Bas-Saint-Laurent,"277A-277B, rue Saint-Sacrement",3.0,2.0,2.0,1.60799591263252,1502.0240125843316,4500.39
152000.0,67913.0,27583.0,170000.0,103800.0,St-Étienne-De-Lauzon,Québec Rive-Sud (Lévis),"31A, rue Boutin",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,53410.0
189000.0,88608.0,7009.0,170000.0,103800.0,Lac-Brome,Estrie,"23, chemin de Knowlton",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,45645.4
259000.0,324400.0,9500.0,236300.0,400000.0,Matane,Bas-Saint-Laurent,"352, avenue Saint-Jérôme",1.0,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,4660.77
1850000.0,539400.0,79000.0,170000.0,103800.0,Prévost,Laurentides,"1156, rue Brosseau",5.0,4.0,1.0,2.0,4000.0,258107.81
565000.0,330075.0,27583.0,170000.0,103800.0,Côte-St-Luc / Hampstead / Montréal-Ouest,Montréal / l'Île,"5503, avenue Smart",2.0,1.0,1.0,3.0,1502.0240125843316,1919.96
575000.0,269960.0,27583.0,235000.0,120000.0,St-Prime,Saguenay-Lac-Saint-Jean,"88, rue des Hirondelles",3.0,1.0,1.0,2.0,2726.0,16179.0
599900.0,323900.0,34100.0,99700.0,103800.0,St-Bruno-De-Montarville,Montérégie (Rive-Sud Montréal),"303-2205, place des Tilleuls",2.0,2.0,1.125,1.0,1192.64,3.2579418905316664e+16
699000.0,269960.0,27583.0,170000.0,34300.0,Orford,Estrie,"335-5125, chemin du Mont-Orford",3.0,2.0,1.125,1.0,1250.0,3.2579418905316664e+16
2300000.0,1239800.0,165600.0,170000.0,103800.0,Westmount,Montréal / l'Île,"202-215, avenue Redfern",3.0,2.0,1.0,1.0,2070.0,175000.0
1700000.0,269960.0,27583.0,170000.0,103800.0,Le Plateau-Mont-Royal,Montréal / l'Île,"4322, avenue Laval",4.0,2.0,1.0,2.0,2152.0,2799.69
564000.0,166702.0,24282.0,150000.0,130000.0,St-Alexandre-D'Iberville,Montérégie (Rive-Sud Montréal),"1215, montée de la Station",4.0,1.0,1.0,2.0,1800.0,66353.0
849000.0,581222.0,43031.0,170000.0,194883.0,Gatineau (Gatineau),Outaouais,"252, boulevard Lorrain",6.0,3.0,1.125,1.60799591263252,1502.0240125843316,11045.92
629000.0,269960.0,27583.0,170000.0,103800.0,Sacré-Coeur-du-Saguenay,Côte-Nord,"103, rue Principale Nord",1.0,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,33226.04
349900.0,269960.0,27583.0,170000.0,103800.0,St-Gilles,Chaudière-Appalaches,"400, rue des Commissaires",2.0,2.0,2.0,1.0,1088.0,7100.0
359900.0,142683.0,31200.0,120000.0,72480.0,Chambly,Montérégie (Rive-Sud Montréal),"102-1725, boulevard Lebel",2.0,1.0,1.0,1.0,1325.0,3.2579418905316664e+16
729900.0,500000.0,35300.0,100000.0,63100.0,Gatineau (Aylmer),Outaouais,"101, rue du Marigot",4.0,2.0,1.0,2.0,1570.0,5005.22
432000.0,143500.0,49800.0,27000.0,103800.0,Ile d'Orléans (St-Jean),Québec Rive-Nord,"5442, chemin Royal",3.0,1.0,1.0,1.0,936.0,31444.0
149000.0,542321.0,21906.0,450000.0,103800.0,Mont-Joli,Bas-Saint-Laurent,"1419, boulevard Jacques-Cartier",4.0,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,8436.75
243000.0,197779.0,15700.0,73200.0,40000.0,Lévis,Québec Rive-Sud (Lévis),"1406-2, route Lallemand",2.0,1.0,1.125,1.0,1200.0,3.2579418905316664e+16
189999.0,129698.0,6540.0,112128.0,200000.0,St-Just-De-Bretenieres,Chaudière-Appalaches,"235, RUE PRINCIPALE",5.0,2.0,1.125,2.0,1502.0240125843316,17296.5
110000.0,269960.0,27583.0,170000.0,103800.0,St-Alphonse-Rodriguez,Lanaudière,rue de la Rivière,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,55093.0
489000.0,269960.0,27583.0,170000.0,103800.0,Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,"4850, avenue Prince-of-Wales",2.0,1.0,1.125,1.0,907.5,3690.0
396900.0,315400.0,50000.0,384000.0,103800.0,Pont-Rouge,Portneuf,"25, rue du Croissant",4.0,2.0,1.0,2.0,1414.819,7653.14
565000.0,352000.0,27583.0,170000.0,80000.0,Trois-Rivières (Trois-Rivières-Ouest),Mauricie,"202-520, rue des Bateliers",3.0,1.0,1.125,1.0,1655.0,3.2579418905316664e+16
575000.0,220000.0,22000.0,250000.0,103800.0,St-Hippolyte,Laurentides,"18, rue Marcel",3.0,1.0,1.125,2.0,1675.94,10279.53
149900.0,38600.0,2294.0,170000.0,103800.0,St-Faustin-Lac-Carré,Laurentides,allée du 15e,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,37603.0
44000.0,269960.0,27583.0,170000.0,103800.0,Ste-Julienne,Lanaudière,"3418, chemin de la Dame",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,6541.0
409900.0,269960.0,27583.0,170000.0,103800.0,St-Rédempteur,Québec Rive-Sud (Lévis),"1587, rue de Saint-Denis",4.0,2.0,1.0,2.0,1664.0,5797.0
649000.0,269960.0,27583.0,170000.0,103800.0,Candiac,Montérégie (Rive-Sud Montréal),"704-64, rue Saint-François-Xavier",3.0,2.0,1.125,1.0,1272.0,3.2579418905316664e+16
789999.0,269960.0,27583.0,170000.0,14900.0,Gatineau (Masson-Angers),Outaouais,"877, chemin de Montréal Ouest",2.0,1.0,1.125,1.60799591263252,1502.0240125843316,650.0
350000.0,331100.0,20000.0,300000.0,260000.0,Sherbrooke (Fleurimont),Estrie,"1-2-187, 12e Avenue Sud",3.0,1.0,1.125,1.60799591263252,1502.0240125843316,5000.0
419900.0,288500.0,23900.0,170000.0,103800.0,Vieux-Québec,Québec Rive-Nord,"301-19, rue Couillard",2.0,2.0,1.125,2.0,962.29,3.2579418905316664e+16
595000.0,351663.0,23997.0,170000.0,103800.0,Waterloo,Estrie,"2469, rue Beaulac",3.0,2.0,1.125,1.0,832.0,8956.0
618000.0,242629.0,43519.0,131300.0,103800.0,Pont-Rouge,Portneuf,"22, 1re rue de la Montagne",2.0,2.0,1.125,2.0,1399.31,146292.31
910000.0,422000.0,68000.0,120000.0,103800.0,St-François,Laval,"8810, rue Duceppe",4.0,2.0,1.0,2.0,3068.0,17280.0
245000.0,269960.0,27583.0,170000.0,103800.0,Beauceville,Chaudière-Appalaches,"221, 221A, 221B, Route 108",8.0,3.0,1.125,1.60799591263252,1502.0240125843316,5150.53
225000.0,40625.0,2171.0,170000.0,103800.0,St-Georges,Chaudière-Appalaches,"X, chemin des Sucreries",1.0,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,241111.59
225000.0,269960.0,27583.0,170000.0,103800.0,Rimouski (Rimouski),Bas-Saint-Laurent,"275, rue Morin",3.0,2.0,1.125,2.0,660.0,5000.0
298000.0,285159.0,18200.0,150000.0,103800.0,Ste-Marie,Chaudière-Appalaches,"620, rue Laval",2.0,1.0,1.0,1.0,815.9,5147.1985
574900.0,220000.0,27500.0,102000.0,103800.0,Vaudreuil-Dorion,Montérégie Ouest,"508-3185, boulevard de la Gare",2.0,2.0,1.125,1.0,1100.0,3.2579418905316664e+16
24000.0,269960.0,27583.0,170000.0,103800.0,Ste-Lucie-Des-Laurentides,Laurentides,Croissant Émilie,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,10290.3
790000.0,834131.0,28089.0,38606.0,347928.0,Shawinigan (Shawinigan),Mauricie,"373, 8e rue de la Pointe",3.0,1.0,1.125,1.60799591263252,1502.0240125843316,2533.82
1299000.0,405000.0,35000.0,550000.0,448300.0,St-Amable,Montérégie (Rive-Sud Montréal),"873, rue Joliette Nord",6.0,3.0,1.125,2.0,3000.0,435600.0
330000.0,228099.0,19767.0,92500.0,73300.0,Drummondville (St-Charles-De-Drummond),Centre-du-Québec,"745, rue des Oeillets",2.0,1.0,1.125,1.0,988.0,7543.0
980000.0,360000.0,27583.0,170000.0,103800.0,Prévost,Laurentides,"1531, chemin David",5.0,3.0,2.0,1.0,1800.0,51000.0
868000.0,150000.0,50000.0,300000.0,15000.0,Chertsey,Lanaudière,"775, chemin du Lac-Fidèle",4.0,2.0,1.0,3.0,2200.0,140000.0
859000.0,410914.0,51261.0,84599.0,156400.0,L'Ile Des Soeurs,Montréal / l'Île,"1409-201, chemin du Club-Marin",2.0,2.0,1.125,1.0,1261.53,3.2579418905316664e+16
635000.0,395825.0,49200.0,38400.0,103800.0,L'Ile Des Soeurs,Montréal / l'Île,"2202-199, rue de la Rotonde",2.0,2.0,1.125,1.0,917.0,3.2579418905316664e+16
636000.0,310500.0,39600.0,155800.0,103800.0,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"303-1360, rue Saint Jacques",2.0,2.0,1.125,1.0,1245.0,3.2579418905316664e+16
450000.0,277800.0,27583.0,321600.0,132200.0,Sherbrooke (Brompton),Estrie,"1021, rue de Champfleur",4.0,2.0,1.125,1.0,1348.2,60012.03
650000.0,410000.0,55000.0,170000.0,103800.0,Le Sud-Ouest,Montréal / l'Île,"B108-2615, rue Augustin-Cantin",1.0,1.0,1.0,2.0,765.0,3.2579418905316664e+16
625000.0,270600.0,25800.0,170000.0,103800.0,Vaudreuil-Dorion,Montérégie Ouest,"220, rue Bellini",3.0,1.0,1.0,2.0,1502.0240125843316,3.2579418905316664e+16
275000.0,99344.0,11100.0,170000.0,103800.0,Ste-Sophie,Laurentides,"1375, chemin Abercrombie",2.0,1.0,1.125,1.0,1129.0,7705.88
399000.0,269960.0,27583.0,60000.0,103800.0,Le Plateau-Mont-Royal,Montréal / l'Île,"B-4313, rue de Brébeuf",1.0,1.0,1.125,1.0,676.0,3.2579418905316664e+16
569000.0,321836.0,31100.0,300000.0,103800.0,Mercier,Montérégie (Rive-Sud Montréal),"51, rue Omer-Daigneault",3.0,1.0,1.0,2.0,1549.0,3057.0
260000.0,235478.0,17971.0,170000.0,120000.0,Sept-Iles,Côte-Nord,"13, rue Ashini",3.0,2.0,1.125,1.0,960.0,6160.0
3499000.0,860700.0,79200.0,705000.0,1220000.0,St-Félix-De-Kingsey,Centre-du-Québec,"66A, route 243",6.0,2.0,1.0,2.0,3524.0,4334220.01
778000.0,349600.0,37400.0,250000.0,103800.0,Ste-Dorothée,Laval,"950, rue des Primevères",4.0,2.0,1.125,1.0,1334.72,6479.87
199500.0,136255.0,8270.0,144000.0,103800.0,St-Hippolyte,Laurentides,"82, 117e Avenue",1.0,1.0,1.125,1.0,650.0,24567.0
250000.0,110700.0,27583.0,170000.0,103800.0,Morin-Heights,Laurentides,Promenade des Cervidés,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,89253.0
639900.0,235289.0,23716.0,352500.0,103800.0,Napierville,Montérégie (Rive-Sud Montréal),"284, rue Saint-Jacques",6.0,2.0,1.125,2.0,1502.0240125843316,13300.0
165000.0,149001.0,5076.0,170000.0,103800.0,Val-des-Sources,Estrie,"244, RUE NOTRE-DAME",4.0,1.0,1.0,2.0,1193.29,3221.64
269900.0,269960.0,27583.0,170000.0,103800.0,Rigaud,Montérégie Ouest,rue Ganivet,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,319129.0
525000.0,297676.0,34478.0,130045.0,111500.0,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"5511, rue Taillon",3.0,1.0,1.0,3.0,1295.97,2430.0
447000.0,240000.0,33500.0,270000.0,150000.0,Gaspé,Gaspésie-Îles-de-la-Madeleine,"600, montée de Wakeham",4.0,2.0,1.125,2.0,2400.0,53819.55
132300.0,112605.0,1945.0,170000.0,103800.0,ND-De-Montauban,Mauricie,"597, rue Principale",3.0,1.0,1.125,2.0,935.38,4333.55
625000.0,300000.0,70000.0,120000.0,150000.0,Roxton Falls,Montérégie (Rive-Sud Montréal),"240, place Valois",3.0,2.0,1.125,1.0,1680.0,44000.0
479000.0,277000.0,29400.0,230000.0,103800.0,St-Lucien,Centre-du-Québec,"67, rue du Parc",5.0,3.0,1.0,2.0,1500.0,44000.0
154000.0,74544.0,6047.0,170000.0,103800.0,St-Adolphe-D'Howard,Laurentides,chemin de la Chapelle,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,274791.75
265000.0,98222.0,2438.0,170000.0,103800.0,Témiscouata-sur-le-Lac,Bas-Saint-Laurent,"127, rue de l'Anse",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,40170.0
639900.0,301000.0,31000.0,120000.0,88600.0,St-Roch-De-Richelieu,Montérégie (Rive-Sud Montréal),"825, rue Saint-Pierre",4.0,2.0,1.125,1.0,1230.0,20843.0
359000.0,296300.0,23200.0,170000.0,103800.0,Cap-Rouge,Québec Rive-Nord,"1156, rue Louis-Armand-Desjardins",4.0,2.0,1.125,2.0,1184.03,6867.2052
275000.0,111245.0,5765.0,170000.0,103800.0,Morin-Heights,Laurentides,promenade des Cervidés,3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,91028.0
265000.0,250000.0,11740.0,170000.0,103800.0,Jonquière (Arvida),Saguenay-Lac-Saint-Jean,"1793-1795, rue Saint-Martin",6.0,2.0,1.125,1.60799591263252,1502.0240125843316,5250.0
525000.0,313404.0,2208.0,170000.0,103800.0,Val-Morin,Laurentides,"5910, rue de la Rivière",3.0,2.0,1.125,1.0,1502.0240125843316,16995.14
280000.0,269960.0,27583.0,260000.0,192772.0,Roberval,Saguenay-Lac-Saint-Jean,"94-96, avenue Saint-Georges",5.0,2.0,1.125,1.60799591263252,1502.0240125843316,9644.9546
600000.0,239881.0,16137.0,240000.0,117084.0,St-Donat,Lanaudière,"70, chemin de la Marguerite",3.0,2.0,1.125,2.0,1356.25,6888.9
390000.0,262900.0,20400.0,230000.0,103800.0,Sherbrooke (Lennoxville),Estrie,"118, rue Mount",4.0,2.0,1.0,2.0,1364.0,4463.0
549000.0,269960.0,27583.0,170000.0,103800.0,Cascapedia-St-Jules,Gaspésie-Îles-de-la-Madeleine,"32, Route 132",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,439000.0
395000.0,2100000.0,27583.0,11000.0,103800.0,Baie-Comeau,Côte-Nord,"1190, boulevard Laflèche",3.3750426961174997,1.6717671421997238,1.125,1.60799591263252,1502.0240125843316,61795.61
225000.0,210408.0,27583.0,200000.0,103800.0,St-Anselme,Chaudière-Appalaches,"853, route Begin",5.0,2.0,2.0,2.0,2464.0,14573.26
985000.0,217801.0,29307.0,170000.0,103800.0,Les Cèdres,Montérégie Ouest,"1941, chemin du Fleuve",2.0,2.0,1.125,2.0,1800.0,6737.13
325000.0,260000.0,27583.0,170000.0,103800.0,St-Augustin-De-Desmaures,Québec Rive-Nord,"328-4957, rue Lionel-Groulx",1.0,1.0,1.125,1.0,1502.0240125843316,3.2579418905316664e+16
419000.0,269960.0,27583.0,170000.0,103800.0,Gatineau (Gatineau),Outaouais,"21, rue de l'Abbé-Ginguet",3.0,2.0,1.125,1.0,1502.0240125843316,5999.0
